"V1","V2"
"Stxbp1","Bcap31"
"Ppp3ca","Coro1a"
"Upf2","G3bp1"
"Gng12","Pdia5"
"Ubr5","Lrrc28"
"Nlrx1","Stk4"
"Fblim1","Usp7"
"Naaa","Ppp4c"
"Ero1lb","Cad"
"2310022A10Rik","Ero1lb"
"Dicer1","Ero1lb"
"Ero1lb","Rac2"
"Nab2","Syk"
"Cdk11b","Bpnt1"
"Ube4b","Mapk10"
"Mapk10","Bud13"
"Elmo1","Mapk10"
"Wipf1","Elmo2"
"Samm50","Gm5483"
"Nfatc1","Rpl21"
"Actn3","Oas1g"
"Hnrnpu","B4galnt1"
"Cops2","Trmt6"
"Trim30a","Cox7c"
"Pdia4","Fam117b"
"Rab1b","Tubg2"
"Acot1","Creg1"
"Oas3","Pccb"
"Mapkapk3","Vps16"
"Ecsit","Cfl1"
"Taf6","Kif5a"
"Sfxn3","Sf3b3"
"Dtnbp1","Hspa13"
"Pik3cb","Rcc1"
"Pik3cb","Cbfb"
"Mthfd1l","Lmnb1"
"Ppp4r2","Psmg3"
"Mrps26","Itm2b"
"Ergic1","Rbm42"
"Oas1g","Akr7a5"
"Prkd2","Anxa11"
"Pofut2","Commd7"
"Sema4a","Tgfb1"
"Shoc2","Rnf20"
"Ikzf2","Snx1"
"Ncoa5","Nudt16"
"Rpl27a","Ranbp9"
"Aldh7a1","Sbno1"
"Hnrnpl","Upf2"
"Unc45a","Pfkm"
"Crk","Rras2"
"Epn1","Gstp2"
"Slain2","Sbds"
"Lsm14a","Cpne1"
"Gapdh","Dut"
"Trim14","Slain2"
"Ppp4c","Hist1h2ba"
"Psme1","Atp6v1g1"
"Acox3","Cct5"
"Pcmt1","Rbm3"
"Trim21","Wdr91"
"Dync1li2","Tifab"
"Nomo1","Tfip11"
"H2afy","Was"
"Arl3","Was"
"Rpap3","Suv39h2"
"Clip1","Rbm3"
"Ythdf1","Vdac2"
"Mepce","Iqgap2"
"Rrp8","Inpp5f"
"Clcc1","Nedd4l"
"Acox3","Metap2"
"Rtn3","Cox5a"
"Fen1","Luc7l2"
"Gnat2","BC005624"
"Gnat2","Slc25a24"
"Yy1","Lmbrd2"
"Luc7l3","Ttc27"
"Eno2","Plekhm1"
"Abcf2","Arl5a"
"Ncln","Cdc23"
"Smarca2","Psmd4"
"Kri1","Spg11"
"Ncoa5","Mcm3"
"Erlin1","Clic4"
"Recql","Rnaseh1"
"Eml3","Tmem135"
"Ncald","Hck"
"Dcxr","Fam129a"
"Ccl3","Nckap1l"
"Nckap1l","Tap1"
"Mylk","Sptlc1"
"Cirbp","Slc25a22"
"Arfrp1","Trappc9"
"Ppp2r2a","Tpd52l2"
"Agl","Lrrk1"
"Larp1","Ndrg3"
"Dvl2","Cd40"
"Uck2","Fam107b"
"Ppp1r2","Hps6"
"Golph3l","Mrpl9"
"Scoc","Vdac2"
"Vim","Acta2"
"Sh3d19","Rab9b"
"Faim","Cstf2t"
"Vapa","Grn"
"Stat1","Mut"
"Anxa6","Ctbp1"
"Gpd2","Poc5"
"Add1","Fn1"
"Txndc5","Dhx58"
"Nol10","Ogfr"
"Rac2","Mnat1"
"Rhoc","Hnmt"
"Dok3","Fam136a"
"Sephs2","Itm2b"
"Homer1","Brd2"
"Rela","Zfp128"
"Brpf1","Dennd1b"
"Cdv3","Mrps18c"
"Ndufa12","Cdv3"
"Cdv3","Cnp"
"2210016F16Rik","Alkbh7"
"Zfp703","Zmpste24"
"Zfp703","Lamp1"
"Tor1b","Cryl1"
"Snrnp200","Slc25a22"
"Ube2v1","Myo1e"
"Stk24","Clpx"
"Mogs","Vav2"
"Vav2","Chd2"
"Vav2","Arg1"
"Chmp6","Ncf1"
"Plekhg1","Utrn"
"Utrn","Med15"
"Skiv2l","Unc119b"
"Fam3a","Psmd3"
"Twf1","Mbnl2"
"Chm","Dnttip1"
"Fcgr1","Lemd3"
"Slc2a6","Irf2bp2"
"Slc2a6","Npc2"
"Slc2a6","Cdc42bpb"
"Gipc2","Dlat"
"Aldh4a1","Edc4"
"Clec7a","Swap70"
"Zfand5","Pgk1"
"Smcr8","Ubr4"
"Mrpl23","Rbm27"
"Eif4e","Dnajb12"
"Cnot2","Mocs1"
"Mcat","Numb"
"Cttn","Dhrs4"
"Hspa4","Ncstn"
"Dnajc1","Tmem57"
"Cyp51","Cdh1"
"Acaa1a","Sfn"
"Gsn","Ggct"
"1700112E06Rik","Rnps1"
"Vps39","Arhgef2"
"Slc27a3","Hist1h2aa"
"Coro1c","Bad"
"Ciao1","Fbxo6"
"Pfn1","Fam63a"
"Abcc1","Rpl34-ps1"
"Cuta","Rpl29"
"Etv6","Glrx"
"Ep300","Arpc2"
"Hps3","Prkd1"
"Gga1","Plxna1"
"Pik3c3","Trio"
"Grb2","Gdi1"
"Lpp","Fam175b"
"Snx3","Pygm"
"Ppp1r12c","Nfkb1"
"Ctnnd1","Ppp1r12c"
"Psmc2","Spast"
"Lmna","Rab2a"
"Prdx1","Rhot1"
"Dhx9","Snx32"
"Alox5ap","Gmfg"
"Endod1","Sdhb"
"Myh14","Eef1a2"
"Myh14","Gabarapl1"
"Slc1a5","Ndufa11"
"Ggta1","Snx3"
"Cul2","Lig1"
"Cpsf6","Map1lc3b"
"Paox","B2m"
"Paox","Selenbp2"
"Epc1","Plek"
"Fscb","Arfgef2"
"Cd68","Usp47"
"Cnot2","App"
"Sympk","Mmp14"
"Scamp2","Mapk3"
"Rnf13","Sgpl1"
"Axl","Dnajb4"
"Gabarap","Ddx58"
"Birc6","Soat1"
"Tyms","Birc6"
"Birc6","Pak4"
"Birc6","Specc1l"
"Arhgdia","Birc6"
"Mafg","Birc6"
"Birc6","Rnaseh1"
"Rbm22","Birc6"
"Dhx36","Timm8b"
"Cox6c","Ftl1"
"Add3","Ublcp1"
"Mocs3","Pcnt"
"Mfn2","Abr"
"Tubg1","Dmap1"
"Plekho1","Mocs1"
"Suclg1","Irgm1"
"Sec24a","Bag5"
"Ints8","Sphk2"
"Rps15","Cyp51"
"Eif3c","Ctps2"
"Xpot","Stat3"
"Dap3","Mcl1"
"Dda1","Acp6"
"B4galnt1","Vps28"
"Hspa2","Gsto1"
"Fbll1","Plek"
"Csnk1d","Sf3b2"
"Ubap2","Fabp4"
"Gab1","Lims1"
"P4hb","Dnajc7"
"Rbpj","Mthfs"
"Rps29","Hmgn2"
"Tnpo2","Cd302"
"Arhgap27","Gfm1"
"Rps18","Mcts2"
"Vps8","Gfm1"
"Usp16","Idh3g"
"Dsp","Sec61a1"
"U2af2","Zmynd8"
"Chkb","Numb"
"Sdha","Myo1c"
"Bin2","Erlin2"
"Inpp5k","Lin7c"
"Rgl2","Atp6v1f"
"BC017643","Arhgef7"
"Rnf123","Mfap1b"
"Mut","Hibadh"
"Appl2","Ppme1"
"Ddb1","Gdpd1"
"Vps28","Decr1"
"Cdk5rap3","Scamp3"
"Ciao1","Atp5b"
"Nek7","Rabgef1"
"Abcf1","Pgls"
"Ncoa5","Arfip1"
"Kif1a","Atxn10"
"Rnmt","Polr1a"
"Kynu","Fam129a"
"Usp15","Ube2w"
"Akap13","Mrps21"
"Ipo7","Arhgef6"
"Atp5d","Arhgef6"
"Runx1","Vamp8"
"Trim30a","Ndufs2"
"Ube4a","Kifap3"
"Cyp51","Sec61a1"
"Gnb3","Ltb4r1"
"Pik3cg","Dtnbp1"
"Dtnbp1","Atp2a1"
"Actn2","Dtnbp1"
"Zbtb8os","Pald1"
"Zbtb8os","Tubb3"
"Cdc23","Rpl14"
"Rxra","Rb1"
"Plcl2","Mcmbp"
"Ppm1a","Pyhin1"
"Slc2a1","Zfp36l1"
"Ecsit","Rnf166"
"Ss18","Por"
"Mfsd7b","Bcap31"
"Myl6b","Acap1"
"Klc4","Cct5"
"Mark1","Cerk"
"Ciao1","Dtx3l"
"Pik3cg","Stmn2"
"Cytip","Ttc7"
"Hmga1","Ttc7"
"Ttc7","Acsl5"
"Ppp2ca","Pde6d"
"Gcc1","Adprhl2"
"Ahnak","Ncoa3"
"Actn4","Mrps36"
"Dtx3l","Atp5b"
"Acin1","Aup1"
"Psma6","Vamp8"
"Snrpd3","Tmpo"
"Faim","Creld1"
"Tpm3","Tifab"
"Creg1","Lonp2"
"Dbr1","Ncbp2"
"Clasp2","Wipi2"
"Clasp2","Tra2a"
"Ccnd2","Clasp2"
"Snurf","Clasp2"
"Clasp2","Pcnt"
"Galnt10","Clasp2"
"Clasp2","Thoc6"
"Slc30a5","Txn2"
"Sri","Sbds"
"Csnk2b","Rpap3"
"Wasf3","Atp5h"
"Ly75","Erlin2"
"Stxbp1","Noc4l"
"Ncapg","Lig1"
"Lig1","Trim28"
"Anpep","Lig1"
"Vps37a","Lig1"
"Ddx24","Lig1"
"Sharpin","Lig1"
"Tmem57","B2m"
"Prpf19","Ankrd50"
"Lnp","Edc3"
"Commd8","Ube2k"
"Ppp2r2b","Armc1"
"Prkar1a","Ubap2l"
"Parp9","Decr1"
"Ppil2","Eif3c"
"Atp2a1","Dars"
"Rnmt","Cep55"
"Pddc1","Tmem115"
"Commd6","Sart3"
"Palm","Rtn3"
"Gga1","Tbc1d17"
"Ubp1","Dlg1"
"Rbbp5","Spr"
"Rras","Gsr"
"Dnajc19","Btf3l4"
"Tmem57","Cmtm6"
"B3gnt2","Fam129b"
"Rpl7a","Ppie"
"Tceb1","Arid4a"
"Lrrc8d","Usp10"
"Ly75","Mrpl22"
"Ndufb8","Huwe1"
"Rexo2","Uevld"
"Tor1aip2","Cops3"
"Fus","Acaa1b"
"Gpn1","Fam120a"
"Idh3g","Ssfa2"
"Dsp","Med9"
"Ppp1r2","Ddrgk1"
"Patl1","Copa"
"Poldip3","Eif4e3"
"Trex1","Mapk1"
"Zfr","Rac3"
"Rrbp1","Polr2l"
"Caprin1","Tpp2"
"Ddx58","Atp6v1c1"
"Setdb1","Pfkl"
"Etv6","Pip5k1c"
"Ly75","Hpse"
"Ly75","Mri1"
"Ly75","Mrpl22"
"Ly75","Sec24c"
"Hmox1","Acta2"
"Mlst8","Prkd1"
"Tor1aip1","Ube2d3"
"Psmb5","Fech"
"Baz1a","Nsfl1c"
"Myl6","Sf1"
"Pold3","Pcnt"
"Arl3","Raver1"
"Mina","Dut"
"Cirbp","Ptbp1"
"Gripap1","C2cd2l"
"Ahcyl2","Pgpep1"
"Capns1","Scly"
"Capns1","Wdr81"
"Stxbp1","Alox5ap"
"Upp1","Phb"
"Cirbp","Idh2"
"Ccdc50","Sart1"
"Casp3","Casp1"
"Tor1aip2","Brox"
"Tor1aip2","Copg2"
"Tor1aip2","Pafah1b3"
"Usp16","Rplp1"
"Trmt5","Rpl7a"
"Jund","Anapc1"
"Arih1","Specc1"
"Specc1","Ap3d1"
"Tdg","Specc1"
"Specc1","Mrpl12"
"AI413582","H2-Q7"
"Snrnp70","Mrps9"
"Nol8","Ehd1"
"Pycr1","Mrpl38"
"P2rx4","Adss"
"Add3","Rbm22"
"Pbrm1","Rps21"
"Ash2l","Cdkn1b"
"Ash2l","Abi3"
"Clec4a3","Ociad1"
"Clec4a3","Fyn"
"Clec4a3","Ntan1"
"Dync1h1","Zfp384"
"Card11","Rpl5"
"Card11","Sympk"
"Fkbp8","Card11"
"Card11","Cyb5b"
"Card11","Irgm2"
"Card11","Dtx3l"
"Ksr1","Chmp4b"
"Cog1","Oat"
"Hcls1","Ncf1"
"Uvrag","Cox6b1"
"Cfp","Decr1"
"Chd8","Pon3"
"Mdc1","Tpp2"
"Mapk14","Ugt1a10"
"Mapk14","Tuba8"
"Mapk14","Dhx58"
"Ddx6","Myof"
"Cd53","Etfdh"
"Mrpl42","Ncald"
"Vps11","Csf2ra"
"Nln","Acot11"
"Ppp4r2","Ap1g2"
"Acot1","Cox5a"
"Sp140","Rpl19"
"Huwe1","Nploc4"
"Cr1l","Pnp"
"Ints2","Itgb5"
"Tubg1","Ptbp2"
"Dnm1","H2-Q6"
"Mcts1","Mrto4"
"Rab9","Nol7"
"Vdac1","Cdk6"
"2310011J03Rik","Ivns1abp"
"Cd274","Uba7"
"Akt1s1","Cnot3"
"Asap1","Ubc"
"Dpysl4","Prkcb"
"Cd180","Hist1h2ah"
"Mrps27","Pabpc5"
"Pabpc4","Lgmn"
"Nudt4","Rbpj"
"Vps39","Ankib1"
"Rps15","Vps26b"
"Rai14","Yes1"
"Rai14","Ncapg"
"Rai14","Noc4l"
"Rai14","Sntb2"
"Rai14","Ddx24"
"Rai14","Fndc3a"
"Glyr1","Rabep2"
"Map2k3","Dnajb1"
"Rad21","Cdc42se1"
"Ap1s1","Rad21"
"Ciao1","Fbxo6"
"Cd53","Ndufs2"
"Luc7l2","Gclc"
"Actg2","Camp"
"Itga1","Lpgat1"
"Fkbp4","Abi3"
"Cnot2","Abi3"
"Slfn2","Abi3"
"Hspbap1","Abi3"
"Vps37c","Abi3"
"Rdh14","Nfkb2"
"Pbxip1","Pgp"
"Ppp4r1","Rars"
"Zc3h11a","Lrrc8d"
"Golm1","Abcb7"
"Aldoart1","Pik3c2a"
"Mrps26","Junb"
"Tpr","Mllt1"
"Nup85","Osbp"
"Capn2","Ear6"
"2310011J03Rik","Atad3a"
"Rpl7","Srp72"
"Eif2s3x","Ccdc93"
"Sra1","Yme1l1"
"Cep170","Prkd3"
"Dctn4","Tars2"
"Golgb1","Lamtor2"
"Ndufa5","Tpm1"
"Slc12a9","Ndufs2"
"Slc12a9","Irf5"
"Ncoa3","Cab39"
"Mrpl53","Pabpc1"
"Aspscr1","Akap9"
"Npepl1","Pgrmc1"
"Tyms","Rbms1"
"Epc1","Camp"
"Rbpj","Atp5o"
"Lrrk1","Med22"
"Eif4b","Sptlc2"
"Pnp2","Galns"
"Cap1","Med15"
"Tmem11","Mfap1b"
"Ppp1r2","Slc25a3"
"Hist2h2ab","Pygm"
"Rbbp9","Sp100"
"Ly75","Snx2"
"Ahsa2","Snx2"
"Dhrs1","Sumf1"
"Ikzf1","Atp6v0d1"
"Commd4","Eif2b3"
"Pycr1","Sf3a3"
"Tox4","Bcl7c"
"Iqsec1","Lcn2"
"Hscb","Iqsec1"
"Tor1b","Hp"
"Ak1","Cdc16"
"Nefh","Kifc5b"
"Bin2","Arhgdia"
"Bin2","Hnrnpc"
"Flot2","Scamp3"
"Lss","Hs1bp3"
"Nolc1","Cd47"
"Nmi","Atpaf1"
"Acot11","Csnk1d"
"Zc3h18","Cdk2ap2"
"Ap1s1","Clec4n"
"Ccl3","Mapre3"
"Brap","Fkbp5"
"Sri","Dnajb1"
"Zc3h18","Aup1"
"Ogfr","Med15"
"Nadk","Nedd4l"
"Trappc8","Iqgap2"
"Trappc3","9030624J02Rik"
"Wdr13","Ptrh2"
"Mylk","Clec4n"
"Pitpna","Ssfa2"
"Cyp51","Ddx54"
"Me2","Srgn"
"Vapa","Aarsd1"
"Fh1","Cyp4v3"
"Mettl1","Pofut1"
"Stx3","Ugt1a7c"
"Stx3","Ccl5"
"Stx3","Fn3krp"
"Ptpn1","Nes"
"Gga1","App"
"S100a10","Nol6"
"Mpo","Asprv1"
"Cdk11b","Ptges2"
"Agl","Nsf"
"Hmgcs1","Ddx56"
"Cnot2","Limk1"
"Efhd2","Irf3"
"Pcm1","Nucks1"
"Galk1","Dner"
"Atox1","Prcc"
"Bop1","Stat1"
"Timm10","Cox6c"
"Gigyf2","Sgpl1"
"Mapre3","Myl6"
"Gtf2i","Mtr"
"Acot2","Mrpl24"
"9130011E15Rik","Atp6v1h"
"Stk38","P2rx4"
"Tm9sf3","Kctd10"
"Mrps31","Gns"
"Gab2","Ubqln2"
"Cnbp","Impdh1"
"Hnrnpl","Cdc23"
"Ptprc","Lsm14a"
"Ptprc","Rab3a"
"Ptprc","Phf2"
"Ptprc","Stx3"
"Dtnbp1","Gnaq"
"Fcgr1","Zmpste24"
"Atp5d","Birc6"
"H2-Eb1","Fam136a"
"Gna13","Uqcrfs1"
"Ltb4r1","Vps25"
"Ltb4r1","Ech1"
"Ppfibp2","Ltb4r1"
"Cnpy3","Ltb4r1"
"Fndc3a","Gdi2"
"Kif3b","Hcls1"
"Slc25a13","Cdh1"
"Gnb3","Gla"
"Cspg4","Rps6ka4"
"Yif1b","Tor1a"
"Ireb2","Afg3l2"
"Pitpna","Sptlc2"
"Pdpk1","Htt"
"Nadk","Rpl15"
"Xpot","Aldh2"
"Sumf1","Gna13"
"Rbms2","4931406C07Rik"
"Nckap1l","Usp24"
"Akr1c13","Cdc23"
"1700112E06Rik","Lat2"
"Thoc5","Clpx"
"Yy1","Cd63"
"Rgs19","Fen1"
"BC017643","Galk2"
"Eif4ebp2","Mitf"
"Iars2","Tlr2"
"Tlr2","Acss2"
"Tlr2","Mtor"
"Tlr2","Mapk7"
"Npepps","Tlr2"
"Skiv2l","Tlr2"
"Tlr2","Xdh"
"Tlr2","Rprd1a"
"Tlr2","Mecp2"
"Erh","Rpl7"
"Ddrgk1","Arl2"
"Hyou1","Eif4a2"
"Actn1","Pafah1b3"
"Uhrf1","Zfp128"
"Smap2","Mfsd7b"
"Ipo7","Acaa1a"
"Psma3","Tmem199"
"Myo5b","Lbr"
"Myo5b","Ppid"
"Myo5b","Zfp326"
"Myo5b","Casp1"
"Myo5b","Ktn1"
"Myo5b","Apobec3"
"Twf1","Chd4"
"Rab21","Nln"
"Glrx","Suclg2"
"Iqgap2","Papss1"
"Usp14","Cct5"
"Ppp1r12b","Hars"
"Mark1","Mrpl27"
"Zfr","Ube2b"
"Irak4","Pus10"
"Cd82","Pafah1b3"
"Pfas","Brd7"
"Pus1","Mrpl48"
"Rufy2","Ing5"
"Hsd17b4","Manba"
"Psd4","Ube2j1"
"Fhl3","Oasl1"
"Fhl3","Wdr91"
"Fhl3","Hebp1"
"Safb2","Fhl3"
"Hdgfrp2","Mcat"
"Actn2","Ncf1"
"Fam63b","Cmc1"
"Rnaseh2c","Eif2ak2"
"Rab6b","Tmem214"
"BC003331","Abcf2"
"Mmp9","Atp5b"
"Adar","Clpx"
"Snf8","BC026585"
"P2rx4","Bub1b"
"Ugt1a10","Acap1"
"Xab2","Mff"
"Irf4","Ndufv1"
"Cog7","BC026585"
"Med10","Pofut1"
"Med10","Aldh1l1"
"Med10","H2-DMb1"
"Atp5e","Uqcrb"
"Trim30a","Vps28"
"Trex1","Rpl34-ps1"
"Ngp","Rabep1"
"Hnrnpa3","Ppp2r2a"
"Prkd2","Denr"
"Abcd3","Inpp5k"
"Nhlrc3","Upp1"
"Scyl2","Tlr13"
"Ntan1","Tor3a"
"Cd274","Cux1"
"Eif1","Usp10"
"Zdhhc13","Ctage5"
"Bcap31","Pglyrp1"
"Ireb2","Ube4b"
"Clpb","Mvk"
"Eno2","Dynlrb1"
"Prpf4b","Diablo"
"Tax1bp1","Chd1"
"Yif1b","Pygl"
"Cdc34","Dhx30"
"Idua","Akap9"
"Stxbp5","Ergic3"
"Abhd12","Ptpn6"
"Rbm5","Sfn"
"Cdc37l1","Vhl"
"Pum1","Ugt1a9"
"Dnajc3","Sbno1"
"Pcyox1","Rufy3"
"Akr1e1","Paip2"
"Lyz2","Grb2"
"Hspa1b","Bmp2k"
"Clasp2","Ube2d3"
"Arhgdib","Tmco1"
"Arhgdib","Rbm42"
"Arhgdib","Nudt4"
"Arhgdib","Ubac2"
"Csnk2b","Clk3"
"Dcakd","Rnpep"
"Ankrd17","Cab39"
"Smarca2","Cog4"
"Cog4","Rbms2"
"Actn2","Ppp6c"
"Fam63b","Rhoa"
"Srp54c","Usp10"
"Pi4ka","Rmnd5a"
"Pi4ka","Hmha1"
"Metap2","Gtf2f1"
"Cdk16","Acsl4"
"Palm","Lgals3"
"Gga3","Vamp1"
"B4galnt1","Cox6c"
"Actr3b","Timm13"
"Exosc4","Mrpl24"
"Cox6c","Mut"
"Sidt2","9030624J02Rik"
"Trim26","Arf3"
"Samm50","Stfa1"
"Mcfd2","Rbm3"
"Fndc3a","Gdpd1"
"Zmpste24","Luzp1"
"Stat1","Cox7c"
"Epc1","Gng12"
"Pstpip2","Tceb1"
"Thrap3","Mmgt1"
"Tbce","Rab33b"
"Cd53","Lyz2"
"Slc2a1","Rps4x"
"Fcgrt","Adam17"
"Morf4l2","Plin3"
"Pabpc5","Fnbp4"
"Micall2","Stx3"
"Micall2","Il4i1"
"Mbnl3","Nup50"
"Zranb2","Ola1"
"Rbm4b","Cox5a"
"Cdc16","Taf6"
"Btf3l4","Khsrp"
"Cxxc1","Bag5"
"Kcnab2","Ube2q1"
"Hpse","Mrpl22"
"Rab43","Mtx1"
"Srgn","Trnt1"
"Ndufb8","Zc3hav1"
"Aldh3a2","Rpe"
"Aatk","Cul3"
"Cops6","Pycr1"
"H2-Q6","Fmnl1"
"Ly75","Tbc1d1"
"BC003331","Rpl37"
"Luc7l2","Acot6"
"Gabbr1","Card11"
"Wdr13","Ankrd13a"
"Tmco1","Dpy30"
"Slain2","Dpy30"
"Sgpl1","Dpy30"
"Ubap2","Sp100"
"Ube2d2b","Sp100"
"Ndufa6","Sp100"
"Ndufa2","Sp100"
"Dnajc24","Usp4"
"Frg1","Ube4b"
"Frg1","Prpf4b"
"Aatk","Rps29"
"Txnl1","Rpl31"
"Clec4b1","Hebp1"
"Clec4b1","Arhgef1"
"Clec4b1","H2-Aa"
"Opa1","Pi4kb"
"Prkcb","Aaas"
"Vps26b","Cyp51"
"Rdh13","Dtymk"
"Klf13","Dap"
"Chmp1a","Atpaf1"
"Tpt1","Fech"
"Acot1","Mrps26"
"Rab13","Mthfd1l"
"Tln1","Ganab"
"Nup98","Scyl1"
"Nqo1","Rpl3l"
"Luc7l2","Pepd"
"Ddx50","Rps9"
"Gmpr2","Ccz1"
"Mon2","Nup188"
"Mon2","Ube2l6"
"Mon2","Eif5a2"
"Mon2","Wls"
"Mon2","Rcc1"
"Slc29a3","Utp15"
"Rab9b","Dr1"
"Rab9b","Eri1"
"Aprt","Rsl1d1"
"Stx4a","Coro1b"
"Stx8","Plekho2"
"Hmgcs1","Smarca1"
"Pank4","Sec24c"
"Gnb3","Sec24c"
"Acot1","Nptn"
"Sra1","Lsm7"
"Srpk2","Prkra"
"Ecsit","Zranb2"
"Rbbp9","Tmed3"
"Aldh3b1","Irf3"
"Tor1aip1","Sf1"
"Sema4a","Scly"
"Erc1","Mt2"
"Mtr","Ina"
"Vamp4","Mcl1"
"Mcl1","Commd3"
"Mcl1","Rps27"
"Cdk2ap1","Mcl1"
"Mcl1","Mrpl54"
"Akr1c19","Mcl1"
"Rb1","Mcl1"
"Ly6c2","Arap1"
"Trim56","Cog7"
"Nedd4l","Ubr2"
"Actn1","Chchd6"
"Cyfip2","2810408A11Rik"
"Tgfbr1","Wdr3"
"Sp140","Nol8"
"Rabggta","Tppp3"
"Tgfbr1","Eif2b2"
"BC017643","Acad8"
"Acin1","Dnpep"
"Tep1","Mink1"
"Rps6ka1","Psmd14"
"Nrd1","Srsf10"
"Setd7","Ptpn1"
"Scaf8","Rpl27a"
"Glrx","Mut"
"Ndufs3","Ndufb7"
"Sin3a","Ylpm1"
"Igsf6","Smarce1"
"Pigx","Ap2m1"
"Ugt1a9","Get4"
"Hnmt","Arhgap10"
"Psmd5","Pik3cb"
"Pik3cb","Lgals3bp"
"Rbm22","Cyb5b"
"Stk24","Pfkm"
"Pank2","Srsf9"
"Nufip2","Map4k1"
"Slc1a5","Gsr"
"Tacc3","Mut"
"Stim2","Cog5"
"Pitpnm1","Dctn3"
"Chd8","Smap1"
"Snx2","Plek"
"2200002D01Rik","Slc1a5"
"Hps3","Adprh"
"BC017643","Lsp1"
"Akap13","Rps27"
"U2af1","Ppp2r5e"
"Limd1","Tradd"
"Cept1","Dnajb4"
"Hibadh","Atp5b"
"Fam111a","Kifc5b"
"Snx32","Zcchc6"
"Prps1l1","Ubr2"
"Timm10","Arhgdia"
"Cspg4","Dpp3"
"Galc","Tle1"
"Galc","Igbp1"
"Tubg2","Plcd1"
"Samm50","Rab10"
"Rpl8","Mrpl48"
"Gadd45gip1","Camkk2"
"Hnrnpu","Ssh3"
"Kif23","Tmem173"
"Ints8","Umps"
"Plekhg1","Sf3a1"
"Pole3","Samsn1"
"Tbcb","Nmi"
"Trafd1","Slu7"
"Kif3b","Sepsecs"
"Rnf126","Zfyve26"
"Huwe1","Pak4"
"Naaa","Ebp"
"Ifi30","Ndufs7"
"Utp6","Ints3"
"Itih5","Ndufs7"
"9130011E15Rik","Tubb3"
"Chd8","Aamp"
"Elmo1","Nde1"
"Elane","Nvl"
"Tnpo2","Hmox2"
"Arfip2","Ahcyl1"
"Gtf3c4","Plk1"
"Fcho1","Phrf1"
"Acadl","Fabp4"
"Sestd1","Wdr26"
"Ptcd3","Ada"
"Nucb2","Gramd4"
"Nucb2","Haus7"
"Cdk6","Ctnna1"
"Nucb2","Brox"
"Nucb2","Tm9sf2"
"Dazap1","Prpf3"
"Bub1b","Jmjd1c"
"Polr3a","Wipi2"
"Churc1","Slu7"
"Plcl2","Hnrnpd"
"Mtmr3","Rnf13"
"Ugt1a6a","Tor1b"
"Evl","Idh3a"
"Erlin1","Gga2"
"Nfam1","Arg1"
"Armc8","Myg1"
"Chchd2","Cdc34"
"Kynu","Dctn3"
"Sp140","Cdk19"
"Mrps27","Mtr"
"Taf15","Slain2"
"Bin3","Dhx16"
"Isg15","Mut"
"Spr","Hectd1"
"Bcap31","Tlr7"
"Hnrnpk","Kdm1a"
"Palm","Exosc4"
"Akap9","Ufm1"
"Stat1","Ndufs2"
"Alkbh7","Zbtb37"
"Dctn4","Hist3h2ba"
"Lsm1","Prps2"
"Eno2","Rpl39"
"B3gnt2","Leng8"
"Acin1","Tlr7"
"Mrpl9","Herc4"
"Dis3","Cfl2"
"Xpnpep1","Cnot2"
"Yy1","Smarcc2"
"Msh6","Vps11"
"Ccl6","Snx17"
"Ppp2r2a","Runx1t1"
"Cwf19l1","Eif3g"
"Pofut1","Htt"
"Mthfd1l","Actc1"
"Rcsd1","Zmiz1"
"Cog1","Trim26"
"Nefl","Bin2"
"Hkdc1","Adam17"
"Ilkap","Naa30"
"Ehd2","Hadha"
"Gopc","Cdk19"
"Irf4","Parp4"
"Hdac1","Lzic"
"Pam16","Tmed4"
"Mark2","Atg5"
"Ttpal","Mbd3"
"Ttpal","Chaf1a"
"Ndufs3","Uqcr10"
"Ear1","Prkra"
"Tgfbr1","Ear1"
"Ear1","Cnpy4"
"Ccdc9","Ear1"
"Ear1","Lta4h"
"Ear1","Actr2"
"Ear1","Chm"
"Spata5","Hnrnph1"
"Srgn","Kctd10"
"Ssr3","Pde2a"
"Gpatch8","Edf1"
"S100a8","Ncstn"
"Nudt7","Dhrs3"
"Cog8","Htatsf1"
"Bloc1s1","Copz1"
"Fh1","Lmbrd1"
"Mrps27","Tubb3"
"Trip4","Unc119b"
"Acaa1a","Ccdc22"
"Hist2h2ab","Ylpm1"
"4931406C07Rik","Atp6v1g1"
"Gstp2","H2afy"
"Impact","Gapvd1"
"Ctsh","Chchd2"
"Ddrgk1","Nudt16"
"Uap1","Ccdc134"
"Atp13a1","Luc7l2"
"Ndufaf2","Ube3a"
"Ndufaf2","Uba6"
"Fam76b","Hsp90b1"
"Gripap1","Smarcc2"
"Evl","Ndufb3"
"Ndufaf2","Ltn1"
"Myef2","Ndufaf2"
"Gnaz","Hcfc1"
"Hprt","Atp5j2"
"Capns1","Med7"
"Snap29","Def6"
"Glmn","Pea15a"
"Prpf4b","Wbp11"
"Cab39l","Dennd1b"
"Tradd","Cad"
"Hist3h2a","Tnpo1"
"Rps19","Nol11"
"Brap","Manba"
"Zc3h18","Rab5c"
"Brpf1","Trim12a"
"Eefsec","Fam49b"
"Med10","Smarcc2"
"Pbrm1","Tns1"
"Pbrm1","Gstm7"
"Gda","Pbrm1"
"Fam76b","Vcpip1"
